Mode,Transaction date,Buy or sell,Ticker,Ticker name,Amount of shares
fractional,2008-10-14,BUY,BWLD,,83.39382848421846
fractional,2008-10-15,BUY,FDRY,,197.50675246397284
fractional,2008-10-16,SELL,PLCE,,91.37290450818593
fractional,2008-10-20,BUY,ATML,,853.8080309645987
fractional,2008-10-24,SELL,OCR,,127.48951622590064
fractional,2008-10-27,SELL,PRGO,,135.1488465635939
fractional,2008-10-29,SELL,BWLD,,83.39382848421846
fractional,2008-10-29,SELL,THOR1,,150.08270748788388
fractional,2008-10-29,SELL,UTHR,,35.28132812756992
fractional,2008-11-18,BUY,BRL,,49.19565204455461
fractional,2008-11-26,SELL,ATML,,853.8080309645987
fractional,2008-12-10,BUY,APOL,,42.32492852870271
fractional,2008-12-11,BUY,THOR1,,106.55814002566648
fractional,2008-12-12,BUY,DAL,,326.9458112930451
fractional,2008-12-15,BUY,AMGN,,54.25953023172144
fractional,2008-12-16,BUY,ALO1,,89.14391703362752
fractional,2008-12-17,BUY,LCC,,462.3841688892381
fractional,2008-12-18,BUY,CBST,,134.54259506741144
fractional,2008-12-19,BUY,CRI,,159.24187841306104
fractional,2008-12-24,SELL,GAS1,,76.68285533277229
fractional,2009-01-13,SELL,PB,,95.52941257064724
fractional,2009-01-21,BUY,ALK,,110.77529694257296
fractional,2009-01-22,BUY,JBLU,,495.46783362156737
fractional,2009-01-23,BUY,IDCC,,104.49386562667644
fractional,2009-01-26,BUY,SMG,,94.34777620899452
fractional,2009-01-27,BUY,MNST,,92.4418543700506
fractional,2009-01-28,SELL,DAL,,326.9458112930451
fractional,2009-01-28,BUY,RGLD,,66.17402194164498
fractional,2009-01-29,BUY,FRFHF,,9.800672875442755
fractional,2009-01-30,SELL,LCC,,462.3841688892381
fractional,2009-01-30,BUY,ORLY,,101.96311725636374
fractional,2009-02-02,BUY,DLTR,,72.04951863673891
fractional,2009-02-03,BUY,AVAV,,81.70292607909711
fractional,2009-02-04,BUY,ATHN1,,84.59181723273382
fractional,2009-02-05,BUY,GMCR,,77.01839718026945
fractional,2009-02-09,BUY,FNF,,164.62531667315815
fractional,2009-02-13,BUY,ESINQ,,24.96027805522839
fractional,2009-02-17,BUY,WTRG,,153.91257315901075
fractional,2009-02-19,SELL,CBST,,134.54259506741144
fractional,2009-02-20,SELL,JBLU,,495.46783362156737
fractional,2009-02-20,BUY,MBOT,,1436.5936027378582
fractional,2009-03-02,SELL,ATHN1,,84.59181723273382
fractional,2009-03-02,BUY,COCOQ,,140.60318525918964
fractional,2009-03-03,SELL,ALK,,110.77529694257296
fractional,2009-03-03,SELL,THOR1,,106.55814002566648
fractional,2009-03-04,SELL,VRX1,,181.5265272458221
fractional,2009-03-04,SELL,IDCC,,104.49386562667644
fractional,2009-03-04,BUY,PRDO,,111.44717628971787
fractional,2009-03-05,SELL,FRFHF,,9.800672875442755
fractional,2009-03-11,SELL,AVAV,,81.70292607909711
fractional,2009-03-23,BUY,CVTX,,138.08191915941154
fractional,2009-03-24,BUY,AU,,77.74411147642357
fractional,2009-04-01,BUY,SNDA1,,73.68685113314004
fractional,2009-04-02,BUY,AZO,,17.15024129872826
fractional,2009-04-03,BUY,BKNG,,33.069555214914615
fractional,2009-04-06,BUY,IAG,,362.7368156695089
fractional,2009-04-07,BUY,ADM,,89.5359305109445
fractional,2009-04-13,SELL,APOL,,42.32492852870271
fractional,2009-04-14,BUY,NFLX,,53.55444378448895
fractional,2009-05-04,BUY,AN,,156.12324340703557
fractional,2009-05-08,SELL,FNF,,164.62531667315815
fractional,2009-05-08,SELL,MYGN,,131.74092834517933
fractional,2009-05-13,BUY,TIVO,,137.2001037722875
fractional,2009-06-03,BUY,IQNT,,96.0907905410136
fractional,2009-06-09,SELL,AMGN,,54.25953023172144
fractional,2009-06-10,BUY,PALM,,233.41061011169097
fractional,2009-06-11,BUY,STRZA,,53.56831535650209
fractional,2009-06-18,SELL,MNST,,92.4418543700506
fractional,2009-07-10,BUY,STEC1,,117.45709162567124
fractional,2009-07-21,SELL,RGLD,,66.17402194164498
fractional,2009-07-22,BUY,BIDU,,8.399316977537458
fractional,2009-08-06,SELL,ESINQ,,24.96027805522839
fractional,2009-08-07,SELL,WTRG,,153.91257315901075
fractional,2009-08-12,SELL,MBOT,,1436.5936027378582
fractional,2009-08-20,SELL,COCOQ,,140.60318525918964
fractional,2009-08-20,BUY,ASH,,93.51513709909948
fractional,2009-09-08,BUY,DTGF,,147.34003573720716
fractional,2009-09-09,BUY,PWRD1,,88.2825968486058
fractional,2009-09-14,BUY,FUQI,,11.99991221919836
fractional,2009-09-18,SELL,IQNT,,96.0907905410136
fractional,2009-09-22,SELL,STEC1,,117.45709162567124
fractional,2009-09-22,BUY,CAR,,242.72790497050744
fractional,2009-09-23,SELL,AZO,,17.15024129872826
fractional,2009-10-02,SELL,NFLX,,53.55444378448895
fractional,2009-10-20,BUY,JNY,,176.2472378970948
fractional,2009-10-22,BUY,VECO,,131.93713306423123
fractional,2009-10-23,BUY,SAN,,26.70363868523076
fractional,2009-10-28,SELL,CAR,,242.72790497050744
fractional,2009-10-28,SELL,FUQI,,11.99991221919836
fractional,2009-10-29,SELL,SNDA1,,73.68685113314004
fractional,2009-11-02,SELL,DTGF,,147.34003573720716
fractional,2009-11-02,SELL,PALM,,233.41061011169097
fractional,2009-11-03,BUY,MCK,,50.99689780970348
fractional,2009-11-30,BUY,MATV,,53.489153292885945
fractional,2009-12-01,BUY,TUPBQ,,69.53822288716479
fractional,2009-12-02,BUY,CTSH,,30.525568321827407
fractional,2010-01-26,SELL,IAG,,362.7368156695089
fractional,2010-01-27,BUY,HNT,,135.573201974327
fractional,2010-01-28,BUY,SKX,,59.77555436374708
fractional,2010-02-12,SELL,MATV,,53.489153292885945
fractional,2010-02-26,BUY,PRGO,,51.06937218321332
fractional,2010-03-03,SELL,PWRD1,,88.2825968486058
fractional,2010-03-17,BUY,EL,,43.7049760467665
fractional,2010-04-19,SELL,SAN,,26.70363868523076
fractional,2010-04-20,BUY,EW,,3.5887348751103905
fractional,2010-05-20,SELL,BKNG,,33.069555214914615
fractional,2010-05-21,BUY,DTGF,,80.62701176274021
fractional,2010-05-25,SELL,TUPBQ,,69.53822288716479
fractional,2010-05-26,SELL,VECO,,131.93713306423123
fractional,2010-06-08,SELL,GMCR,,346.5827873112125
fractional,2010-06-22,BUY,APKT,,125.5270905540708
fractional,2010-06-25,BUY,TSN,,200.31516673827588
fractional,2010-06-28,SELL,PRDO,,111.44717628971787
fractional,2010-06-28,BUY,VCI,,103.8921771104393
fractional,2010-06-30,SELL,JNY,,176.2472378970948
fractional,2010-07-07,SELL,ASH,,93.51513709909948
fractional,2010-07-09,BUY,NFLX,,30.232486158891408
fractional,2010-07-29,BUY,CRUS,,184.5436886802908
fractional,2010-08-02,BUY,VRX1,,63.57010507413871
fractional,2010-08-06,BUY,AZO,,17.77559125733577
fractional,2010-08-10,SELL,SKX,,59.77555436374708
fractional,2010-08-11,SELL,CRI,,159.24187841306104
fractional,2010-09-07,SELL,EL,,43.7049760467665
fractional,2010-09-10,BUY,LTMAY,,125.95995325996786
fractional,2010-09-13,BUY,ISLN,,161.19309647080078
fractional,2010-10-12,BUY,BHC,,144.6139991092835
fractional,2010-10-22,SELL,CRUS,,184.5436886802908
fractional,2010-11-10,BUY,ENDPQ,,111.93950452220088
fractional,2010-11-23,BUY,LYB,,56.92446529850378
fractional,2010-12-15,SELL,TSN,,200.31516673827588
fractional,2010-12-16,SELL,VCI,,103.8921771104393
fractional,2011-01-18,BUY,ALXN,,54.23799944148023
fractional,2011-01-19,BUY,ATML,,323.57661349050426
fractional,2011-02-04,BUY,FOSL,,46.48413646624179
fractional,2011-03-03,SELL,LTMAY,,125.95995325996786
fractional,2011-03-18,SELL,ATML,,323.57661349050426
fractional,2011-04-04,BUY,SM,,65.91368513307448
fractional,2011-04-19,BUY,JAZZ,,61.66134449007891
fractional,2011-05-03,SELL,TIVO,,137.2001037722875
fractional,2011-06-03,BUY,GPRO1,,63.12862371036501
fractional,2011-07-28,SELL,APKT,,125.5270905540708
fractional,2011-08-08,SELL,HNT,,135.573201974327
fractional,2011-08-08,SELL,BHC,,144.6139991092835
fractional,2011-08-09,SELL,EW,,7.177469750220781
fractional,2011-08-09,SELL,GPRO1,,63.12862371036501
fractional,2011-08-09,SELL,LYB,,56.92446529850378
fractional,2011-08-09,SELL,FOSL,,46.48413646624179
fractional,2011-08-09,SELL,ADM,,89.5359305109445
fractional,2011-08-09,SELL,SMG,,94.34777620899452
fractional,2011-08-19,SELL,CTSH,,30.525568321827407
fractional,2011-08-22,SELL,ENDPQ,,111.93950452220088
fractional,2011-08-22,SELL,NFLX,,30.232486158891408
fractional,2011-08-23,SELL,STRZA,,53.56831535650209
fractional,2011-08-29,BUY,DPZ,,167.72673980035228
fractional,2011-09-08,BUY,QCOR,,154.46471405355436
fractional,2011-09-09,BUY,RGLD,,57.45180713702947
fractional,2011-09-12,BUY,GOLD1,,42.39529408267498
fractional,2011-09-13,BUY,VRUS1,,59.80909048910407
fractional,2011-09-14,BUY,MNST,,52.87495612703847
fractional,2011-09-15,BUY,PSMT,,64.54116027760665
fractional,2011-09-16,BUY,MCD,,53.63671479168744
fractional,2011-09-19,BUY,DMND,,55.18486978853229
fractional,2011-09-21,BUY,ELN,,475.60585444185
fractional,2011-09-22,BUY,CEPH,,5.240579086959918
fractional,2011-09-23,SELL,SM,,65.91368513307448
fractional,2011-09-26,BUY,CROX,,155.69506047711286
fractional,2011-09-29,SELL,DTGF,,80.62701176274021
fractional,2011-09-30,SELL,BIDU,,83.99316977537458
fractional,2011-09-30,BUY,CEG1,,113.96755049257666
fractional,2011-10-19,SELL,CROX,,155.69506047711286
fractional,2011-10-26,SELL,DMND,,55.18486978853229
fractional,2011-10-28,BUY,SUG,,108.7371457892556
fractional,2011-10-31,BUY,GR,,37.73340185245008
fractional,2011-11-01,BUY,VSEA,,73.30748913726362
fractional,2011-11-25,BUY,NLC,,123.25875788827636
fractional,2011-11-28,BUY,GNCIQ,,57.43367013011376
fractional,2011-12-16,BUY,TJX,,74.26278933056693
fractional,2011-12-27,BUY,MMI1,,3.716831081455268
fractional,2012-02-01,BUY,DG,,115.23154122921784
fractional,2012-03-02,SELL,RGLD,,57.45180713702947
fractional,2012-03-02,BUY,PAA,,61.15242051621825
fractional,2012-03-08,SELL,PSMT,,64.54116027760665
fractional,2012-04-05,SELL,GOLD1,,42.39529408267498
fractional,2012-04-05,SELL,AU,,77.74411147642357
fractional,2012-04-11,BUY,PIRRQ,,284.3490462655918
fractional,2012-04-12,BUY,VAL1,,105.28132866887556
fractional,2012-04-26,BUY,AAPL,,8.547368814310403
fractional,2012-05-08,BUY,HD,,102.85799095521516
fractional,2012-05-09,BUY,EC,,17.308618923144635
fractional,2012-06-04,SELL,DPZ,,167.72673980035228
fractional,2012-06-06,BUY,SHW,,40.01828855127343
fractional,2012-07-26,SELL,QCOR,,154.46471405355436
fractional,2012-08-09,BUY,SBAC,,88.88156289176464
fractional,2012-08-10,BUY,PCYC,,92.89760087006049
fractional,2012-08-13,SELL,MNST,,105.74991225407692
fractional,2012-08-27,BUY,ELLI,,216.7160889502356
fractional,2012-09-10,BUY,DK,,28.647873828705883
fractional,2012-10-19,SELL,DLTR,,216.14855591021671
fractional,2012-10-22,BUY,ONIT,,149.62961018991084
fractional,2012-11-08,SELL,PCYC,,92.89760087006049
fractional,2012-11-09,SELL,ELN,,475.60585444185
fractional,2012-11-23,BUY,VMED,,153.7885445658505
fractional,2012-12-11,BUY,WHR,,51.72595637470759
fractional,2012-12-12,BUY,HOV,,422.7879665911326
fractional,2013-01-16,SELL,AAPL,,8.547368814310403
fractional,2013-02-01,SELL,ELLI,,216.7160889502356
fractional,2013-02-19,BUY,CVI,,98.8053576911326
fractional,2013-03-06,BUY,EV1,,83.7641469142908
fractional,2013-04-18,SELL,ONIT,,149.62961018991084
fractional,2013-04-19,SELL,HOV,,422.7879665911326
fractional,2013-05-14,SELL,EC,,17.308618923144635
fractional,2013-05-20,BUY,OHI,,165.77548138201712
fractional,2013-05-21,BUY,RDN,,165.46079970122838
fractional,2013-06-24,SELL,CVI,,98.8053576911326
fractional,2013-06-24,BUY,LGF.B,,204.4938144128537
fractional,2013-07-02,SELL,DK,,28.647873828705883
fractional,2013-07-24,BUY,NXST,,172.00617044568642
fractional,2013-07-25,BUY,CBOE,,47.54059756192045
fractional,2013-08-02,BUY,TW2,,1.9415854889620487
fractional,2013-11-07,SELL,OHI,,165.77548138201712
fractional,2013-11-08,SELL,RDN,,165.46079970122838
fractional,2013-12-10,BUY,OA,,56.59945631602122
fractional,2013-12-11,BUY,CTSH,,15.537177744086376
fractional,2014-03-12,SELL,NXST,,172.00617044568642
fractional,2014-03-27,SELL,LGF.B,,204.4938144128537
fractional,2014-04-08,SELL,PIRRQ,,284.3490462655918
fractional,2014-04-11,BUY,GLOG,,284.88969941630063
fractional,2014-04-29,BUY,HP,,65.53289433700058
fractional,2014-05-08,SELL,GNCIQ,,57.43367013011376
fractional,2014-05-09,BUY,TRGP,,51.73877078329856
fractional,2014-06-10,BUY,EXC,,8.742565332256936
fractional,2014-10-01,SELL,GLOG,,284.88969941630063
fractional,2014-10-14,SELL,HP,,65.53289433700058
fractional,2014-10-31,BUY,MDVN,,74.27644275241579
fractional,2014-11-06,SELL,OA,,56.59945631602122
fractional,2014-11-13,BUY,CNQR,,61.293770750039904
fractional,2014-11-28,SELL,EXC,,8.742565332256936
fractional,2014-12-02,SELL,TRGP,,51.73877078329856
fractional,2014-12-19,BUY,LOW,,120.55942833167344
fractional,2014-12-31,BUY,COST,,56.298565523370144
fractional,2015-01-30,BUY,BBWI,,2.874904986621385
fractional,2015-02-09,BUY,KR,,3.930281146063591
fractional,2015-06-24,SELL,COST,,56.298565523370144
fractional,2015-07-02,SELL,PAA,,122.3048410324365
fractional,2015-07-23,SELL,BBWI,,2.874904986621385
fractional,2015-07-27,BUY,ADPTQ,,77.94165293809588
fractional,2015-08-04,BUY,SKX,,37.05019508962134
fractional,2015-08-21,SELL,MDVN,,74.27644275241579
fractional,2015-08-24,BUY,TREE,,67.5564466431599
fractional,2015-09-23,BUY,PRE1,,1.741960257584477
fractional,2015-09-28,SELL,JAZZ,,61.66134449007891
fractional,2015-09-29,SELL,WHR,,51.72595637470759
fractional,2015-10-01,SELL,ADPTQ,,77.94165293809588
fractional,2015-10-26,SELL,SKX,,111.15058526886402
fractional,2015-10-28,BUY,UHAL,,20.257778147149057
fractional,2015-10-29,BUY,AIZ,,101.13041628655247
fractional,2015-11-02,BUY,ACGL,,110.75136080806178
fractional,2015-11-25,BUY,VRE,,50.44391131251553
fractional,2015-12-23,SELL,TREE,,67.5564466431599
fractional,2016-01-05,SELL,PRGO,,51.06937218321332
fractional,2016-01-07,SELL,EV1,,83.7641469142908
fractional,2016-01-12,SELL,MCK,,50.99689780970348
fractional,2016-01-20,SELL,AN,,156.12324340703557
fractional,2016-01-21,SELL,SBAC,,88.88156289176464
fractional,2016-01-27,BUY,SWI1,,127.42142002444146
fractional,2016-02-02,SELL,ALXN,,108.47599888296044
fractional,2016-02-05,BUY,TAL,,155.52709954951848
fractional,2016-02-22,BUY,HPY,,80.77115633147699
fractional,2016-02-23,BUY,EDU,,239.1048275135497
fractional,2016-02-24,BUY,HRL,,172.8323714702145
fractional,2016-02-25,BUY,COR2,,116.89064622861903
fractional,2016-02-26,BUY,EDR1,,191.1829618055118
fractional,2016-03-04,BUY,HMIN,,220.00550495987835
fractional,2016-04-04,BUY,BRKR,,92.66717730398835
fractional,2016-04-21,SELL,UHAL,,20.257778147149057
fractional,2016-04-22,SELL,AIZ,,101.13041628655247
fractional,2016-04-26,SELL,ACGL,,110.75136080806178
fractional,2016-05-09,BUY,CPB,,127.98040195915326
fractional,2016-05-17,BUY,AG,,709.5992231988649
fractional,2016-05-23,BUY,B,,451.5930895036907
fractional,2016-05-24,BUY,BKH,,137.2952520778028
fractional,2016-05-26,BUY,CDE,,876.8637622242665
fractional,2016-06-15,BUY,UGI,,4.6980263402550575
fractional,2016-08-15,SELL,HRL,,172.8323714702145
fractional,2016-08-31,SELL,AG,,709.5992231988649
fractional,2016-09-15,BUY,EXEL,,636.7516856434798
fractional,2016-09-22,SELL,BRKR,,92.66717730398835
fractional,2016-09-29,SELL,KR,,7.860562292127182
fractional,2016-10-03,SELL,CTSH,,31.07435548817275
fractional,2016-10-03,BUY,WB,,164.56482940957815
fractional,2016-10-05,SELL,B,,451.5930895036907
fractional,2016-10-05,SELL,CDE,,876.8637622242665
fractional,2016-10-06,SELL,DG,,115.23154122921784
fractional,2016-10-24,BUY,NTES,,30.478775192077773
fractional,2016-10-27,SELL,CPB,,127.98040195915326
fractional,2016-10-31,BUY,NVDA,,113.54126569867684
fractional,2016-11-01,SELL,EXEL,,636.7516856434798
fractional,2016-11-02,BUY,GEN,,314.05852422758767
fractional,2016-11-04,BUY,BRSL,,286.4057969397942
fractional,2016-11-07,BUY,CWEI,,76.27629219728732
fractional,2016-11-08,BUY,TTMI,,74.09346011790385
fractional,2016-11-11,SELL,BKH,,137.2952520778028
fractional,2016-11-29,BUY,DPZ,,46.70681384760605
fractional,2016-12-05,BUY,REN,,6.7021819469395725
fractional,2017-01-31,BUY,CFG,,6.456213744962816
fractional,2017-03-27,SELL,WB,,164.56482940957815
fractional,2017-04-18,SELL,NTES,,30.478775192077773
fractional,2017-05-01,SELL,BRSL,,286.4057969397942
fractional,2017-05-09,BUY,WNC,,429.7438654289184
fractional,2017-05-18,BUY,AAPL,,61.95781034273484
fractional,2017-06-01,BUY,HRC,,121.32162863012984
fractional,2017-06-15,BUY,RACE,,111.14246559680056
fractional,2017-06-16,SELL,REN,,6.7021819469395725
fractional,2017-06-29,SELL,AZO,,17.77559125733577
fractional,2017-07-06,SELL,ORLY,,101.96311725636374
fractional,2017-07-17,BUY,ISRG,,10.035744223236597
fractional,2017-07-19,BUY,SPGI,,64.43493409783191
fractional,2017-07-24,SELL,CFG,,6.456213744962816
fractional,2017-08-01,BUY,FIZZ,,93.04001899743214
fractional,2017-08-07,SELL,TTMI,,74.09346011790385
fractional,2017-08-07,BUY,WGHTQ,,211.8010534595493
fractional,2017-08-31,BUY,PRXL,,3.866947980888999
fractional,2017-10-16,BUY,ABBV,,6.956788738568119
fractional,2017-11-21,BUY,IBKR,,4.807889543332081
fractional,2018-01-05,SELL,EDR1,,191.1829618055118
fractional,2018-01-16,SELL,VRE,,50.44391131251553
fractional,2018-02-07,BUY,EC,,448.3097839764063
fractional,2018-03-09,BUY,NKTR,,3.412658108622781
fractional,2018-03-20,SELL,FIZZ,,93.04001899743214
fractional,2018-04-10,SELL,ABBV,,6.956788738568119
fractional,2018-04-20,BUY,GMED,,182.4926689123116
fractional,2018-05-14,SELL,GEN,,314.05852422758767
fractional,2018-05-15,BUY,HLF,,123.95602258845273
fractional,2018-06-05,SELL,NKTR,,3.412658108622781
fractional,2018-06-14,BUY,ABMD,,1.1452952387971906
fractional,2018-07-31,SELL,TAL,,933.1625972971108
fractional,2018-08-01,BUY,TNDM,,437.3865206028853
fractional,2018-08-03,SELL,CBOE,,47.54059756192045
fractional,2018-08-13,SELL,WNC,,429.7438654289184
fractional,2018-08-16,SELL,WGHTQ,,211.8010534595493
fractional,2018-08-30,BUY,AMED,,103.70075159726868
fractional,2018-09-05,BUY,IIN,,168.75452083677035
fractional,2018-09-06,SELL,EDU,,239.1048275135497
fractional,2018-09-13,BUY,WWE,,147.47317330806916
fractional,2018-09-18,BUY,EPAY,,186.16645329659653
fractional,2018-09-28,SELL,IBKR,,4.807889543332081
fractional,2018-10-03,SELL,TNDM,,437.3865206028853
fractional,2018-10-08,BUY,WCG,,39.00040567721079
fractional,2018-10-10,SELL,GMED,,182.4926689123116
fractional,2018-10-11,SELL,IIN,,168.75452083677035
fractional,2018-10-25,SELL,NVDA,,113.54126569867684
fractional,2018-10-30,SELL,WWE,,147.47317330806916
fractional,2018-10-30,BUY,REGI,,371.2780164996411
fractional,2018-11-02,SELL,HLF,,123.95602258845273
fractional,2018-11-02,BUY,RGEN,,172.68129510472932
fractional,2018-11-09,BUY,TNDM,,294.46468592669294
fractional,2018-11-12,BUY,LLY,,99.23046639647724
fractional,2018-11-15,SELL,ABMD,,1.1452952387971906
fractional,2018-11-21,SELL,EPAY,,186.16645329659653
fractional,2018-11-21,SELL,EC,,448.3097839764063
fractional,2018-11-27,BUY,MKC,,72.59683918089678
fractional,2018-11-30,BUY,CABO,,12.296054629165562
fractional,2018-12-06,BUY,CHD,,161.98853238182068
fractional,2018-12-14,SELL,RACE,,111.14246559680056
fractional,2018-12-19,BUY,MZTI,,54.8607549665941
fractional,2018-12-20,SELL,AAPL,,61.95781034273484
fractional,2018-12-26,SELL,WCG,,39.00040567721079
fractional,2018-12-26,SELL,COR2,,116.89064622861903
fractional,2018-12-26,BUY,IDTI,,198.1180145245528
fractional,2018-12-27,BUY,ESL,,82.35350209427526
fractional,2019-01-17,BUY,TRCO,,229.40896884929768
fractional,2019-01-24,BUY,AU,,839.0529712075104
fractional,2019-01-29,BUY,EHTH,,80.24127379098988
fractional,2019-03-04,BUY,KL,,9.467979703044564
fractional,2019-04-03,SELL,REGI,,371.2780164996411
fractional,2019-04-29,BUY,SEE,,248.75069901744283
fractional,2019-05-06,BUY,ENPH,,851.0536344874527
fractional,2019-05-15,BUY,ZNGA,,887.6594839258078
fractional,2019-06-13,SELL,MZTI,,54.8607549665941
fractional,2019-07-16,BUY,ERIE,,33.77114739629104
fractional,2019-09-10,SELL,EHTH,,80.24127379098988
fractional,2019-09-10,SELL,ENPH,,851.0536344874527
fractional,2019-09-30,SELL,ERIE,,33.77114739629104
fractional,2019-10-10,BUY,HSY,,80.03677893728552
fractional,2019-10-11,BUY,AWR,,136.37105452176164
fractional,2019-10-17,SELL,SEE,,248.75069901744283
fractional,2019-10-30,BUY,AIZ,,101.10658583516027
fractional,2019-11-01,BUY,AQN,,932.9691966995942
fractional,2019-11-18,BUY,RH,,15.995746410021612
fractional,2020-02-05,SELL,UGI,,4.6980263402550575
fractional,2020-02-10,SELL,KL,,9.467979703044564
fractional,2020-03-06,SELL,RH,,15.995746410021612
fractional,2020-03-09,BUY,SEM,,201.932993817732
fractional,2020-03-13,SELL,AU,,839.0529712075104
fractional,2020-03-13,SELL,TNDM,,294.46468592669294
fractional,2020-03-13,SELL,AIZ,,101.10658583516027
fractional,2020-03-16,BUY,GOTU,,341.19248197818337
fractional,2020-03-17,SELL,SHW,,40.01828855127343
fractional,2020-03-17,SELL,HD,,102.85799095521516
fractional,2020-03-17,SELL,AMED,,103.70075159726868
fractional,2020-03-17,SELL,LOW,,120.55942833167344
fractional,2020-03-17,SELL,TJX,,297.0511573222677
fractional,2020-03-17,SELL,ISRG,,30.107232669709788
fractional,2020-03-17,SELL,AQN,,932.9691966995942
fractional,2020-03-17,SELL,MKC,,72.59683918089678
fractional,2020-03-17,SELL,MCD,,53.63671479168744
fractional,2020-03-17,SELL,CABO,,12.296054629165562
fractional,2020-03-17,SELL,AWR,,136.37105452176164
fractional,2020-03-18,SELL,SEM,,201.932993817732
fractional,2020-03-19,SELL,SPGI,,64.43493409783191
fractional,2020-03-23,SELL,HRC,,121.32162863012984
fractional,2020-03-24,SELL,HSY,,80.03677893728552
fractional,2020-04-07,BUY,REGN,,21.830248612828765
fractional,2020-04-15,BUY,TDOC,,68.99984138843193
fractional,2020-04-16,SELL,GOTU,,341.19248197818337
fractional,2020-04-16,BUY,FIT,,1646.9372041079998
fractional,2020-04-17,BUY,CCOI,,122.17007847319104
fractional,2020-04-20,BUY,ZM,,73.03907362158142
fractional,2020-04-21,BUY,CODX,,782.3432370230393
fractional,2020-04-22,BUY,AXSM,,165.46479784326593
fractional,2020-04-23,BUY,EVBG,,92.7751823852309
fractional,2020-04-24,BUY,EHTH,,91.92205981031998
fractional,2020-04-27,BUY,SE,,205.03109249814912
fractional,2020-04-28,BUY,DXCM,,34.25210127445416
fractional,2020-04-29,BUY,XLRN,,116.8530673963117
fractional,2020-04-30,BUY,QDEL,,81.23452003659209
fractional,2020-05-01,BUY,VXRT,,3881.7152883997705
fractional,2020-05-04,BUY,AUPH,,703.7209430512032
fractional,2020-05-05,BUY,BILI,,411.515800410968
fractional,2020-05-06,BUY,MRNA,,234.8211203909449
fractional,2020-05-07,BUY,ARVN,,217.72173557352
fractional,2020-05-08,BUY,LMNX1,,196.72677554140284
fractional,2020-05-28,SELL,MRNA,,234.8211203909449
fractional,2020-05-29,BUY,ZTO,,376.0810301701589
fractional,2020-06-01,SELL,ARVN,,217.72173557352
fractional,2020-06-08,SELL,CODX,,782.3432370230393
fractional,2020-06-29,SELL,EHTH,,91.92205981031998
fractional,2020-06-29,BUY,NVAX,,166.68731511707588
fractional,2020-07-01,BUY,FVRR,,186.22164087830132
fractional,2020-07-09,BUY,DOCU,,6.182279221246808
fractional,2020-07-28,SELL,VXRT,,3881.7152883997705
fractional,2020-07-30,BUY,WKHS,,968.1080977612947
fractional,2020-08-13,SELL,NVAX,,166.68731511707588
fractional,2020-08-27,BUY,LVGO,,116.46568222141772
fractional,2020-08-28,SELL,QDEL,,81.23452003659209
fractional,2020-08-28,SELL,LMNX1,,196.72677554140284
fractional,2020-09-08,SELL,AXSM,,165.46479784326593
fractional,2020-09-15,BUY,APPS,,605.5105863678375
fractional,2020-09-21,SELL,CCOI,,122.17007847319104
fractional,2020-09-30,BUY,AGNT,,391.0877629110761
fractional,2020-10-01,BUY,RUN,,205.7867596128197
fractional,2020-10-08,BUY,SAIL1,,366.34320573213336
fractional,2020-10-21,SELL,WKHS,,968.1080977612947
fractional,2020-10-21,BUY,ALTO,,1620.9463671255303
fractional,2020-10-22,SELL,AUPH,,703.7209430512032
fractional,2020-10-27,SELL,AGNT,,391.0877629110761
fractional,2020-10-28,SELL,ALTO,,1620.9463671255303
fractional,2020-10-28,SELL,RUN,,205.7867596128197
fractional,2020-10-29,SELL,EVBG,,92.7751823852309
fractional,2020-11-02,SELL,APPS,,605.5105863678375
fractional,2020-11-03,SELL,DXCM,,34.25210127445416
fractional,2020-11-11,SELL,ZM,,73.03907362158142
fractional,2020-11-11,SELL,TDOC,,68.99984138843193
fractional,2020-11-20,BUY,NIO,,328.859156071065
fractional,2020-11-23,BUY,FDX,,57.68166884226622
fractional,2020-11-27,BUY,AGNT,,307.1526119506406
fractional,2020-11-30,BUY,PACB,,1026.5208758735307
fractional,2020-12-01,BUY,LOB,,391.6096969095068
fractional,2020-12-02,BUY,GNRC,,76.86949979953847
fractional,2020-12-03,BUY,FRHC,,407.16007861641054
fractional,2020-12-04,BUY,LPRO,,610.2845305003686
fractional,2020-12-14,BUY,PWR,,237.93204369188527
fractional,2020-12-15,SELL,ZTO,,376.0810301701589
fractional,2020-12-15,BUY,SWAV,,176.7807441784136
fractional,2021-01-29,BUY,SICPQ,,125.03980955616072
fractional,2021-02-23,SELL,REGN,,21.830248612828765
fractional,2021-02-24,BUY,DNMRQ,,234.9911689032528
fractional,2021-02-25,SELL,PACB,,1026.5208758735307
fractional,2021-03-02,BUY,VCEL,,482.75887502728176
fractional,2021-03-03,SELL,NIO,,328.859156071065
fractional,2021-03-04,SELL,AGNT,,614.3052239012812
fractional,2021-03-05,SELL,SICPQ,,125.03980955616072
fractional,2021-03-05,SELL,FVRR,,186.22164087830132
fractional,2021-03-08,SELL,SWAV,,176.7807441784136
fractional,2021-03-09,SELL,BILI,,411.515800410968
fractional,2021-03-25,BUY,TPR,,508.5618774237705
fractional,2021-03-29,BUY,CTRN,,242.1901024085395
fractional,2021-03-31,SELL,DNMRQ,,234.9911689032528
fractional,2021-04-05,BUY,DEN,,413.43348557847867
